Team Name,Year,Wins,Losses,Home Wins,Home Losses,Road Wins,Road Losses,Margin <= 3 Victories,Margin <= Losses,Margin >= 10 Victories,Margin >= Losses,PPG,Off Rating,Def Rating,Pace,FG%,FG3%,FT%,Off RBG,Def RBG,Assists / Game,Steals / Game,Blocks / Game,Turnovers / Game,Fouls / Game,Reached Finals,Finals Win
Los Angeles Lakers,1994,33,49,21,20,12,29,10,7,7,28,100.4,104.8,109.3,95.5,0.45,0.3,0.717,15.4,26.9,24.2,9.2,5.6,14.6,22.9,0,0
Boston Celtics,2006,33,49,21,20,12,29,9,10,15,17,98,105.2,106.9,92.2,0.467,0.362,0.755,9.9,29.7,20.9,7,5.1,16.6,24.8,0,0
Dallas Mavericks,2017,33,49,21,20,12,29,4,6,14,26,97.9,105.6,108.8,92.2,0.44,0.355,0.801,7.9,30.7,20.8,7.5,3.7,11.9,19.1,0,0
Orlando Magic,1999,33,17,21,4,12,13,6,2,12,10,89.5,100.3,97.4,88.8,0.428,0.33,0.7,13.8,28.9,21.3,9.9,4.3,16.4,18.7,0,0
Philadelphia 76ers,2004,33,49,21,20,12,29,6,6,13,23,88,99.1,101.9,88,0.428,0.342,0.753,11.5,29.4,20,8,4.4,15.9,20.7,0,0
New York Knicks,2009,32,50,20,21,12,29,1,4,12,20,105.2,108.1,110.8,96.7,0.445,0.36,0.784,11.1,31,21.2,7.4,2.5,14.3,20.4,0,0
Minnesota Timberwolves,2007,32,50,20,21,12,29,7,10,9,25,96.1,103.9,107.9,91,0.461,0.353,0.792,10,30.2,22.5,6.5,4,15.6,21.4,0,0
New York Knicks,2017,31,51,19,22,12,29,7,10,10,25,104.3,107.7,111.5,96,0.447,0.348,0.788,12,33.2,21.8,7.1,5.5,13.9,20.3,0,0
Philadelphia 76ers,1998,31,51,19,22,12,29,6,4,16,22,93.3,102.8,105.4,90.4,0.443,0.3,0.737,13.7,28,21.1,8.9,6,16.5,22.9,0,0
Houston Rockets,1999,31,19,19,6,12,13,3,2,20,12,94.2,105.4,102.9,88.8,0.462,0.368,0.729,10.7,30.8,21.2,7.7,5.2,16.2,19.2,0,0
Golden State Warriors,1997,30,52,18,23,12,29,1,4,16,32,99.6,107.2,112.2,91.9,0.456,0.353,0.778,13.2,27.5,22.2,7.5,4.4,17.2,21.8,0,0
Toronto Raptors,1997,30,52,18,23,12,29,7,11,11,23,95.5,104.6,108,90.6,0.437,0.363,0.72,13.8,27.5,20.9,8.8,6.3,16.4,23,0,0
Atlanta Hawks,2007,30,52,18,23,12,29,7,7,11,30,93.7,103,108.3,90,0.444,0.329,0.761,11.9,28.2,19.2,7.4,5.4,15.9,24,0,0
Atlanta Hawks,2019,29,53,17,24,12,29,9,6,7,31,113.3,108.1,113.9,103.9,0.451,0.352,0.752,11.6,34.5,25.8,8.2,5.1,17,23.6,0,0
Detroit Pistons,2014,29,53,17,24,12,29,2,6,16,25,101,105.9,109.7,94.9,0.447,0.321,0.67,14.6,30.8,20.9,8.4,4.8,14.5,20.3,0,0
Washington Wizards,2000,29,53,17,24,12,29,2,10,15,22,96.6,103.5,107,92.7,0.451,0.376,0.743,13,29.7,21.6,7.2,4.7,16.1,26.2,0,0
Detroit Pistons,1999,29,21,17,8,12,13,4,3,13,7,90.4,104.2,100.3,86.3,0.447,0.365,0.74,12.1,28.2,20.2,8.9,4.2,15.8,22.8,0,0
Dallas Mavericks,1982,28,54,16,25,12,29,9,8,7,24,104.6,105.9,110.4,98.5,0.469,0.289,0.735,14.8,27.2,25.8,6.9,3.8,16.1,26.7,0,0
Toronto Raptors,2006,27,55,15,26,12,29,5,11,12,20,101.1,109.5,112.7,91.1,0.454,0.375,0.791,10.5,27.9,19.4,6.5,3.3,13.1,24,0,0
Phoenix Suns,1999,27,23,15,10,12,13,2,4,11,8,95.6,105.8,103.3,90,0.449,0.372,0.76,12,28.4,25,8.9,4,13.6,20.4,0,0
Orlando Magic,2015,25,57,13,28,12,29,6,8,4,27,95.7,101.6,107.7,93.8,0.453,0.347,0.729,10,31.8,20.6,7.9,3.8,14.9,20.9,0,0
Boston Celtics,2007,24,58,12,29,12,29,4,12,7,20,95.8,103.2,106.9,92,0.443,0.367,0.767,11.2,29.2,19.9,7.2,4.7,16.5,24,0,0
Cleveland Cavaliers,1988,42,40,31,10,11,30,9,9,22,15,104.5,106.8,106,97.3,0.49,0.378,0.744,12.4,27.9,25.2,8.9,6.4,17.5,22.4,0,0
San Antonio Spurs,1985,41,41,30,11,11,30,6,10,18,18,114.8,109.9,109,103.9,0.513,0.272,0.763,13.7,30.1,28.2,9.2,5.4,18.8,26.6,0,0
Seattle SuperSonics,1990,41,41,30,11,11,30,5,6,24,24,106.9,110.9,109.8,95.3,0.479,0.355,0.741,16.1,27.5,22.9,8.5,4.1,16.3,25.2,0,0
Chicago Bulls,1987,40,42,29,12,11,30,5,16,17,13,104.8,108.6,107.6,95.8,0.473,0.261,0.778,15.2,29.3,26.1,8.3,5.3,15.3,23.4,0,0
Denver Nuggets,2001,40,42,29,12,11,30,12,6,14,25,96.6,103.7,106.3,92.6,0.433,0.355,0.737,12.7,31.5,24,6.7,6.6,13.9,22.2,0,0
Portland Trail Blazers,1989,39,43,28,13,11,30,4,11,22,15,114.6,109.4,108,103.9,0.474,0.335,0.74,16.9,29,27,10.1,4.7,17.5,24.7,0,0
Denver Nuggets,1984,38,44,27,14,11,30,8,10,16,18,123.7,111.3,112.3,110.5,0.493,0.302,0.818,13.8,29.8,30.3,8.7,4.3,16.4,27.8,0,0
Indiana Pacers,1980,37,45,26,15,11,30,8,6,16,17,111.2,105.5,106.2,104.4,0.473,0.28,0.751,17,28.4,26.2,11,6.5,18.5,24.1,0,0
Minnesota Timberwolves,2019,36,46,25,16,11,30,8,5,19,22,112.5,111.4,112.9,100.2,0.456,0.351,0.787,11.3,33.5,24.6,8.3,5,13.1,20.3,0,0
Indiana Pacers,2009,36,46,25,16,11,30,9,12,9,15,105.1,108.1,109.2,96.5,0.455,0.378,0.807,11.3,32.5,21.6,7,5.3,14.5,23.1,0,0
Utah Jazz,2012,36,30,25,8,11,22,7,6,15,14,99.7,106.8,106.1,91.4,0.456,0.323,0.754,13,31.1,21.8,8.3,5.8,14.2,21.8,0,0
San Diego Clippers,1980,35,47,24,17,11,30,5,12,14,27,107.6,105.7,109.8,101.4,0.47,0.326,0.736,15.8,28.1,20.6,8.1,3.5,17.6,23.1,0,0
Denver Nuggets,1996,35,47,24,17,11,30,5,6,12,21,97.7,105.2,108.1,92.2,0.451,0.346,0.743,12.9,30.3,22.6,6.4,7.3,15.4,23,0,0
Philadelphia 76ers,2013,34,48,23,18,11,30,4,5,13,24,93.2,102,105.7,91,0.444,0.36,0.729,10.9,30.4,22.8,7.4,4.7,13,18.4,0,0
Toronto Raptors,2005,33,49,22,19,11,30,6,9,16,21,99.7,106.9,108.7,92.7,0.444,0.385,0.774,10.3,29.8,20.4,7.6,3.9,13.3,22.9,0,0
Portland Trail Blazers,2013,33,49,22,19,11,30,9,6,13,24,97.5,105.8,109.2,91.4,0.448,0.353,0.776,10.7,30.2,21.8,6.6,4.3,14.7,18.5,0,0
New York Knicks,2005,33,49,22,19,11,30,9,11,13,17,97.3,106.2,108.9,90.7,0.451,0.356,0.767,11.8,29.2,20.3,7.7,3.2,14.7,23.7,0,0
Charlotte Bobcats,2008,32,50,21,20,11,30,8,6,12,24,97.1,104.6,109.4,91.8,0.452,0.367,0.714,10.9,29.8,21.3,7.5,4.9,14.7,21.7,0,0
Los Angeles Clippers,1985,31,51,20,21,11,30,8,5,11,26,107.1,105.8,110.3,100.9,0.495,0.298,0.758,14.2,29.7,23.6,6.5,6.1,19.4,22.4,0,0
Washington Bullets,1990,31,51,20,21,11,30,4,12,14,24,107.7,107.5,109.7,99.4,0.475,0.188,0.764,14.6,29.9,27,6.8,5.2,14.6,23.5,0,0
Atlanta Hawks,1981,31,51,20,21,11,30,7,18,9,18,104.9,104.3,107.3,99.4,0.479,0.122,0.777,14.6,27.1,22.5,9.1,5.7,19.6,27.8,0,0
Seattle SuperSonics,1985,31,51,20,21,11,30,8,6,12,31,102.1,102.8,108.2,99.3,0.474,0.243,0.771,12.4,27.9,26.6,7.9,4.2,18.2,24.1,0,0
Minnesota Timberwolves,2017,31,51,20,21,11,30,7,10,18,19,105.6,110.8,112,94.6,0.467,0.349,0.799,11.4,31,23.7,8,4.5,14,20.1,0,0
Minnesota Timberwolves,2013,31,51,20,21,11,30,3,10,15,26,95.7,102.9,105.4,92.8,0.439,0.305,0.742,11.9,30.2,22.4,8.5,4.7,14.8,18.4,0,0
Seattle SuperSonics,2007,31,51,20,21,11,30,10,10,14,23,99.1,107.2,110.3,91.8,0.46,0.362,0.791,11.3,28.3,20.7,7.7,3.7,15.5,22,0,0
Denver Nuggets,2015,30,52,19,22,11,30,4,4,17,28,101.5,104.5,108.2,96.1,0.433,0.325,0.734,12.3,32.4,21.8,7.8,4.5,14.2,23,0,0
New York Knicks,2002,30,52,19,22,11,30,7,10,7,24,91.6,101.5,105.9,89.7,0.432,0.353,0.787,10.7,30,21,6.8,3.5,14.5,22,0,0
Sacramento Kings,2015,29,53,18,23,11,30,6,4,12,28,101.3,105.3,109.2,95.4,0.455,0.341,0.762,10.9,33.3,20.3,6.7,4,16.3,20.7,0,0
New York Knicks,2010,29,53,18,23,11,30,4,6,10,28,102.1,107.6,111.6,94,0.455,0.346,0.782,10.2,30.2,21.6,7.1,3.7,14,20,0,0
Phoenix Suns,2004,29,53,18,23,11,30,5,5,9,26,94.2,101.4,105.5,92.6,0.443,0.345,0.746,11.3,29.3,19.3,9,4.7,15.2,22.7,0,0
Detroit Pistons,2013,29,53,18,23,11,30,6,10,15,29,94.9,103.8,108.1,90.8,0.449,0.356,0.699,12.1,30,21.2,7,4.9,15.1,19.8,0,0
Philadelphia 76ers,2017,28,54,17,24,11,30,9,8,7,29,102.4,103.2,108.9,98.5,0.442,0.34,0.771,9.8,33,23.8,8.4,5.1,16.7,21.9,0,0
Sacramento Kings,2014,28,54,17,24,11,30,4,9,12,26,100.5,105.7,108.8,94.4,0.447,0.333,0.759,12.1,32.4,18.9,7.2,3.9,15.2,22.5,0,0
Philadelphia 76ers,1999,28,22,17,8,11,14,1,3,13,8,89.7,99.9,97.6,88.6,0.426,0.264,0.722,14.6,28.6,18.7,10.8,5.4,16.4,23,0,0
Milwaukee Bucks,1999,28,22,17,8,11,14,6,6,9,6,91.7,104.9,103,87,0.459,0.373,0.733,11.4,27.4,20.6,8.8,4,14.4,22.8,0,0
Sacramento Kings,1999,27,23,16,9,11,14,7,2,9,14,100.2,102.7,103.1,96,0.445,0.308,0.683,14.1,31.5,22.6,8.9,4.6,16.8,20.3,0,0
Los Angeles Clippers,2003,27,55,16,25,11,30,9,7,9,24,93.8,102.3,106.8,91.3,0.437,0.331,0.75,12.3,30,19.6,7,5.6,15.7,21.8,0,0
New Orleans Hornets,2013,27,55,16,25,11,30,7,5,10,27,94.1,105.7,110.1,88.5,0.448,0.363,0.776,12,29.6,21,6.3,5.4,14.5,20.4,0,0
Philadelphia 76ers,1993,26,56,15,26,11,30,5,4,11,29,104.3,104.6,110.4,98.5,0.456,0.351,0.786,12.6,29.6,24.9,8.2,6.9,16.6,19.6,0,0
Golden State Warriors,1995,26,56,15,26,11,30,5,7,11,32,105.7,106.7,112.2,97.9,0.468,0.341,0.704,13.4,28.9,24.6,7.9,4.8,18.3,22,0,0
Washington Wizards,2010,26,56,15,26,11,30,5,12,11,31,96.2,104.2,109.4,91.6,0.449,0.353,0.762,11.8,30,19,6,5.1,14.9,21.4,0,0
Washington Bullets,1992,25,57,14,27,11,30,3,8,12,29,102.4,103.9,108.4,97.7,0.461,0.272,0.778,13,28.6,24.5,8.7,5.1,15.3,22.6,0,0
Milwaukee Bucks,1996,25,57,14,27,11,30,3,5,9,25,95.6,105.6,111.5,90.2,0.467,0.338,0.738,11.9,26.4,21.4,7.1,3.7,15.8,23.7,0,0
Golden State Warriors,2012,23,43,12,21,11,22,5,12,7,16,97.8,105.4,109.1,92.3,0.457,0.388,0.77,9.7,29.5,22.3,8,5.5,13.9,21.4,0,0
Philadelphia 76ers,1997,22,60,11,30,11,30,4,6,9,36,100.2,104.6,111.4,95.3,0.438,0.319,0.725,15.5,28.7,20.7,8.3,4.8,17.5,21.1,0,0
Phoenix Suns,2018,21,61,10,31,11,30,6,5,5,40,103.9,103.5,112.8,100.3,0.442,0.334,0.741,10.3,33.9,21.3,6.9,4.5,15.7,22,0,0
Seattle SuperSonics,1984,42,40,32,9,10,31,6,7,17,18,108.1,107.9,108.1,99.7,0.488,0.193,0.78,13,28.4,27.2,7.8,4.3,16.6,23,0,0
Boston Celtics,1989,42,40,32,9,10,31,5,7,22,19,109.2,110.8,109.6,98.1,0.493,0.252,0.783,14.4,29.8,26.7,7.8,5.1,16.3,22.9,0,0
Phoenix Suns,1984,41,41,31,10,10,31,4,7,25,19,111,108.9,108,101.4,0.509,0.254,0.759,13,28,27,8.5,4.7,17.7,26.2,0,0
Houston Rockets,1990,41,41,31,10,10,31,3,8,24,17,106.7,104.8,103.4,101.2,0.48,0.312,0.72,14.8,32.2,26.8,9.9,6.7,18.5,23.6,0,0
Washington Bullets,1989,40,42,30,11,10,31,8,5,12,23,108.3,106.4,108.5,100.8,0.464,0.214,0.772,15.3,28.7,25,8.5,4,15.7,25,0,0
Miami Heat,1992,38,44,28,13,10,31,6,6,16,26,105,106.7,110.9,97.7,0.461,0.342,0.79,14.5,28.9,21.3,8.2,4.5,16.8,22.2,0,0
Denver Nuggets,1987,37,45,27,14,10,31,7,9,22,21,116.7,109.3,110.2,106.2,0.471,0.271,0.769,15.8,28.9,28.3,9.2,5.1,14.8,26.6,0,0
Golden State Warriors,1990,37,45,27,14,10,31,7,5,17,30,116.3,109.6,112.6,105.9,0.484,0.324,0.809,11.2,29.1,24.1,9.2,6,17.3,24.5,0,0
Golden State Warriors,1984,37,45,27,14,10,31,16,8,7,23,109.9,105.5,108.8,103.3,0.467,0.243,0.743,17,26.5,22.4,10.1,4.2,18.5,25.7,0,0
Golden State Warriors,2004,37,45,27,14,10,31,7,7,16,21,93.3,103,103.8,89.8,0.442,0.334,0.725,12.2,30.9,20.5,7,4.7,14.8,20.6,0,0
Los Angeles Clippers,2005,37,45,27,14,10,31,4,13,15,19,95.7,105.5,106.4,89.1,0.459,0.345,0.778,12,29.9,23.2,7.3,5.1,15.7,22.2,0,0
Phoenix Suns,1985,36,46,26,15,10,31,6,4,17,23,108,104.7,106.8,102.5,0.491,0.283,0.771,12.5,29.6,28.5,8.9,4.3,19.3,24.8,0,0
Phoenix Suns,1987,36,46,26,15,10,31,9,3,17,25,111.1,108,110.3,102,0.497,0.242,0.76,13.6,28.9,28.7,8.6,4.8,18.3,25,0,0
Golden State Warriors,2011,36,46,26,15,10,31,4,4,14,24,103.4,108.2,110.7,94.8,0.461,0.392,0.761,11.6,28.9,22.5,9,5,14.6,22,0,0
Miami Heat,1993,36,46,26,15,10,31,6,8,18,22,103.6,107.7,108.9,94.6,0.456,0.354,0.771,13.8,29.1,20.6,7.4,4.3,15.7,24.5,0,0
Orlando Magic,2006,36,46,26,15,10,31,4,6,15,19,94.9,106.3,107.5,88.3,0.472,0.376,0.73,10.9,29.3,18.2,6.5,4.4,15.1,23.3,0,0
Indiana Pacers,1982,35,47,25,16,10,31,10,6,12,20,102.2,102.7,104.6,98.7,0.465,0.326,0.741,13.9,28.9,23.1,9.2,6,17,24.9,0,0
Washington Bullets,1984,35,47,25,16,10,31,8,9,10,21,102.7,104.2,107.2,97.4,0.484,0.252,0.756,12.5,29.1,26.7,6.8,3.9,17.7,24.3,0,0
Denver Nuggets,2000,35,47,25,16,10,31,10,8,12,27,99,103.5,105.8,94.7,0.442,0.336,0.724,13.1,31.6,23.3,6.8,7.5,15.6,23.9,0,0
Cleveland Cavaliers,1991,33,49,23,18,10,31,7,5,15,19,101.7,106.1,108.7,95.1,0.475,0.334,0.765,12.3,28.4,27.3,7.8,5.5,15.6,20.4,0,0
Milwaukee Bucks,2016,33,49,23,18,10,31,6,4,12,27,99,104.3,108.7,94.2,0.467,0.345,0.747,10.5,31.2,23.1,8.2,5.8,15.2,20.7,0,0
Atlanta Hawks,2002,33,49,23,18,10,31,9,8,8,26,94,101.8,106.4,91.9,0.439,0.354,0.765,11.6,29.8,20.2,8.1,4.3,15.5,20.8,0,0
Los Angeles Clippers,1986,32,50,22,19,10,31,7,6,6,34,108.6,105.4,112.1,102.7,0.473,0.279,0.77,14.1,27.5,24,8.5,6.1,18.4,23.5,0,0
Washington Wizards,2019,32,50,22,19,10,31,5,6,14,23,114,111.1,113.9,101.4,0.468,0.341,0.768,9.7,32.7,26.3,8.3,4.6,14.1,20.7,0,0
Cleveland Cavaliers,2000,32,50,22,19,10,31,7,11,12,21,97,100.4,104,95.7,0.442,0.373,0.75,12.3,30.5,23.7,8.7,4.4,17.4,27.1,0,0
Miami Heat,1995,32,50,22,19,10,31,3,8,20,24,101.1,108.2,109.9,92.9,0.467,0.369,0.736,13.3,27.7,21.7,8.1,3.6,15.7,24.4,0,0
Los Angeles Clippers,1990,30,52,20,21,10,31,6,9,11,21,103.8,104,107.4,99.2,0.484,0.243,0.738,12.9,28.8,24.1,9.5,6.2,18.9,22.7,0,0
New Jersey Nets,1995,30,52,20,21,10,31,8,9,10,20,98.1,105.2,108.6,92.3,0.436,0.319,0.759,14.8,31.3,23,6.6,6.7,15.9,22.5,0,0
Cleveland Cavaliers,2001,30,52,20,21,10,31,6,5,10,27,92.2,100.3,104.9,91.2,0.442,0.334,0.765,12.4,29.8,20.8,7.8,5.3,16.5,23.2,0,0
New Jersey Nets,1996,30,52,20,21,10,31,5,6,10,28,93.7,101.9,106.5,90.9,0.427,0.335,0.745,16.5,30.5,21.4,7.6,7,16.8,22.9,0,0
New York Knicks,2018,29,53,19,22,10,31,2,7,15,30,104.5,107.1,110.7,96.8,0.464,0.352,0.787,10.5,33.6,23.3,6.7,5.1,14.7,20.5,0,0
Los Angeles Clippers,1996,29,53,19,22,10,31,4,3,11,23,99.4,106.5,110.3,93.2,0.472,0.37,0.702,11.9,26.7,20.4,8.6,5,16.5,24.5,0,0
Chicago Bulls,1983,28,54,18,23,10,31,6,10,7,29,111,103.4,108,106.1,0.48,0.215,0.737,15.5,30.8,25.4,8.1,4.9,21.3,26.7,0,0
Milwaukee Bucks,1993,28,54,18,23,10,31,6,7,13,30,102.3,106.2,110.1,96.1,0.472,0.333,0.742,12.8,25.8,25.4,10.5,4.8,16.6,24.1,0,0
Milwaukee Bucks,2007,28,54,18,23,10,31,4,8,10,28,99.7,107,111.7,92.3,0.465,0.356,0.733,11.5,27.7,21.6,7.2,2.7,15.1,22.2,0,0
Los Angeles Clippers,2004,28,54,18,23,10,31,9,5,12,25,94.8,103.5,108.5,91,0.428,0.321,0.785,14,29.5,20.2,7.2,4.6,16.4,22.1,0,0
Atlanta Hawks,2004,28,54,18,23,10,31,2,9,12,26,92.8,101,106.1,90.8,0.433,0.335,0.776,12.1,30.6,20.1,7.6,5,16.5,22.3,0,0
Houston Rockets,2002,28,54,18,23,10,31,10,15,5,20,92.3,103.1,108.6,88.2,0.428,0.335,0.741,12.5,29.4,18.1,6.5,5.4,14.1,18,0,0
Los Angeles Clippers,1994,27,55,17,24,10,31,9,11,10,28,103,102.9,108.6,99.6,0.467,0.303,0.709,13.7,29.4,26.5,9.8,5.1,18,21.6,0,0
Chicago Bulls,2018,27,55,17,24,10,31,9,5,6,30,102.9,103.8,110.9,98.3,0.435,0.355,0.759,9.6,35,23.5,7.6,3.5,14,19.2,0,0
Detroit Pistons,2010,27,55,17,24,10,31,4,1,7,29,94,105.6,111.4,88.5,0.445,0.314,0.728,12.8,27.3,19.4,7.3,3.8,13.4,22.2,0,0
Dallas Mavericks,1996,26,56,16,25,10,31,7,9,10,30,102.5,106.1,111.2,95.4,0.42,0.36,0.722,17.2,29,23.3,7.8,4.2,15.5,22.4,0,0
New Jersey Nets,1997,26,56,16,25,10,31,4,6,11,30,97.2,104.7,109.7,92.4,0.422,0.353,0.74,17.2,29,21,8.3,5.9,15.7,22.7,0,0
Charlotte Hornets,1999,26,24,16,9,10,15,8,2,7,9,92.9,102.3,102.4,89.7,0.449,0.365,0.747,9.6,29.9,22.2,8.9,4.9,15.9,22,0,0
Philadelphia 76ers,1994,25,57,15,26,10,31,5,7,12,32,98,101.7,109.7,95.7,0.455,0.338,0.714,12.3,29.2,22.3,8.1,6.4,16.7,18.1,0,0
Cleveland Cavaliers,2013,24,58,14,27,10,31,6,11,7,27,96.5,104.3,109.4,92.3,0.434,0.346,0.756,12.2,28.8,20.7,7.9,4.1,14,21.2,0,0
Philadelphia 76ers,1995,24,58,14,27,10,31,3,11,9,26,95.4,104.1,109.7,91,0.448,0.379,0.737,13.5,27.2,19.1,7.8,7,16.5,22.4,0,0
Dallas Mavericks,1997,24,58,14,27,10,31,7,9,6,33,90.6,101.1,108.2,89,0.436,0.327,0.717,12.7,27.6,20.3,8,4.3,16.1,21.9,0,0
Los Angeles Clippers,2008,23,59,13,28,10,31,2,5,10,35,93.8,101.2,109.1,92.1,0.438,0.324,0.781,9.8,30.4,21.1,6.8,4.9,14.4,21.3,0,0
Toronto Raptors,2012,23,43,13,20,10,23,1,7,12,21,90.7,100.8,104.5,89.3,0.44,0.34,0.77,10.6,31.4,20.9,6.5,4.9,15.2,23.2,0,0
Vancouver Grizzlies,2000,22,60,12,29,10,31,5,10,10,33,93.9,102.3,108.5,91,0.449,0.361,0.774,12.3,28.3,20.7,7.4,4.2,16.8,22.9,0,0
Cleveland Cavaliers,2012,21,45,11,22,10,23,5,6,9,26,93,101.1,108.9,91.3,0.422,0.346,0.716,12.7,29.5,19.8,7.1,4,15.4,20,0,0
Orlando Magic,2004,21,61,11,30,10,31,3,10,5,37,94,102.7,110.4,90.8,0.429,0.344,0.737,12.2,28.7,19.3,6.7,3.8,13.7,21.3,0,0
New Orleans Hornets,2012,21,45,11,22,10,23,4,9,6,19,89.6,100.9,105.1,88.3,0.451,0.333,0.757,11,30.2,20.7,7.4,4.8,15.5,20.1,0,0
Detroit Pistons,1994,20,62,10,31,10,31,4,6,5,33,96.9,102.7,110.9,94.2,0.452,0.344,0.731,12.5,28.3,21.5,7.3,3.8,15.1,23.6,0,0
Denver Nuggets,1989,44,38,35,6,9,32,7,9,25,20,118,108.6,107.1,107.5,0.468,0.337,0.787,14.7,30.6,27.8,9.9,5.3,14.9,25.5,0,0
Atlanta Hawks,1984,40,42,31,10,9,32,10,7,14,19,101.5,105.5,106.9,95.3,0.474,0.217,0.761,13.6,27.2,22.3,7.6,6.8,16.2,25.5,0,0
New York Knicks,1988,38,44,29,12,9,32,11,9,16,16,105.5,105.9,106.4,99.1,0.465,0.316,0.759,15.7,26.8,24.5,9.6,5.4,18.5,28.8,0,0
San Antonio Spurs,1984,37,45,28,13,9,32,6,10,16,20,120.3,111.2,111.4,106.5,0.506,0.3,0.755,15,30.8,28.8,8.4,6,17.6,26.2,0,0
Cleveland Cavaliers,1980,37,45,28,13,9,32,8,13,18,15,114.1,106.7,106.4,105.6,0.474,0.193,0.772,15.9,29,25.7,9.3,4.2,16.7,23.6,0,0
Philadelphia 76ers,1988,36,46,27,14,9,32,3,11,17,24,105.7,108.8,110.3,96,0.474,0.323,0.764,14.9,28.1,23.1,8.2,5.7,17.5,22.8,0,0
Boston Celtics,2000,35,47,26,15,9,32,4,13,18,19,99.3,104.8,105.6,94.6,0.444,0.331,0.745,13.5,29.5,21.2,9.7,3.5,15.4,27.1,0,0
Atlanta Hawks,2003,35,47,26,15,9,32,10,8,11,28,94.1,102.3,106.1,91,0.444,0.352,0.793,11.4,31.2,20.5,7.5,5.8,16.7,21.7,0,0
Dallas Mavericks,2019,33,49,24,17,9,32,7,7,12,22,108.9,109.4,110.7,99,0.447,0.34,0.742,10.1,35.2,23.4,6.5,4.3,14.2,20.1,0,0
Minnesota Timberwolves,2006,33,49,24,17,9,32,4,10,16,19,91.7,102.4,104.5,88.8,0.456,0.329,0.758,9.9,29.5,20.9,6.8,5.7,14.5,23,0,0
Phoenix Suns,1986,32,50,23,18,9,32,7,7,19,27,110,104.3,107.2,104.8,0.503,0.208,0.726,12.6,29.9,27.7,9.4,4.6,21.5,27.6,0,0
Indiana Pacers,2010,32,50,23,18,9,32,3,5,20,28,100.8,103.7,106.8,97.1,0.443,0.348,0.775,9.6,31.9,21.1,7.1,5.4,15,22.5,0,0
Los Angeles Clippers,2011,32,50,23,18,9,32,4,5,9,24,98.6,105.3,108.7,92.8,0.457,0.338,0.707,11.6,30.5,22.1,7.1,4.9,16.4,21.1,0,0
Charlotte Hornets,1992,31,51,22,19,9,32,6,9,13,27,109.5,107.1,110.9,101.7,0.477,0.317,0.755,14.2,28.9,27.9,10,3.8,15.5,22.2,0,0
New Jersey Nets,2000,31,51,22,19,9,32,6,14,15,15,98,105.1,106.3,92.5,0.433,0.347,0.784,12.7,28.2,20.6,8.8,4.8,13.6,23.3,0,0
Los Angeles Clippers,2001,31,51,22,19,9,32,5,8,13,25,92.5,101.3,104.5,89.6,0.448,0.339,0.693,11.7,31.2,19.3,6,6.3,15.8,21.6,0,0
Utah Jazz,1983,30,52,21,20,9,32,2,7,9,28,109,101.2,105.1,107.3,0.48,0.24,0.756,13.3,31.1,26.5,9.2,7.3,20.5,24.6,0,0
Golden State Warriors,1983,30,52,21,20,9,32,4,7,12,29,108.6,103.9,107.4,104,0.483,0.227,0.737,15.6,27.9,24,10.4,5.2,19.6,26.1,0,0
Chicago Bulls,1980,30,52,21,20,9,32,7,9,7,20,107.5,104.3,107,101.8,0.484,0.255,0.779,13.6,30.1,26.2,8.6,4.8,20.5,26.2,0,0
Washington Bullets,1991,30,52,21,20,9,32,9,8,10,28,101.4,103,108.1,97.5,0.466,0.194,0.729,14.3,29.1,25.4,7.2,5.7,16.6,23.5,0,0
New Orleans Pelicans,2016,30,52,21,20,9,32,5,5,11,23,102.7,105.6,109.5,96.8,0.448,0.36,0.776,9.5,33.1,22.2,7.7,4.2,13.4,20.9,0,0
Detroit Pistons,2011,30,52,21,20,9,32,3,7,13,27,97,107.7,111.7,89.2,0.46,0.376,0.737,11.4,27.3,21.1,7.3,4,13,19.9,0,0
Sacramento Kings,1987,29,53,20,21,9,32,7,9,9,23,110.9,108.9,112.1,101.3,0.475,0.251,0.796,15.6,29.8,26.6,6.3,4.8,17.1,24.5,0,0
Cleveland Cavaliers,2002,29,53,20,21,9,32,2,8,15,25,95.3,104.6,108.2,90.3,0.448,0.377,0.772,11.8,30.3,23.1,7,5.7,14.6,21.4,0,0
Chicago Bulls,1984,27,55,18,23,9,32,5,12,10,27,103.7,102.4,107.5,99.8,0.474,0.171,0.746,13.9,28,25.5,8.4,5.5,19.2,26.8,0,0
Portland Trail Blazers,2005,27,55,18,23,9,32,8,5,9,21,92.9,103.2,107.7,89.8,0.451,0.362,0.725,11.8,29.3,21,7.1,6.6,16,20.8,0,0
New Jersey Nets,1989,26,56,17,24,9,32,7,8,7,32,103.7,103,109.3,100.1,0.461,0.329,0.731,14.7,29.5,21.9,9.4,5.3,17.7,24,0,0
Los Angeles Lakers,2017,26,56,17,24,9,32,2,4,14,31,104.6,106,113,98.5,0.45,0.346,0.754,11.4,32.1,20.9,8.2,3.9,15.2,20.7,0,0
Charlotte Hornets,1991,26,56,17,24,9,32,3,8,8,32,102.8,105,110.4,97.3,0.467,0.314,0.779,12.5,26.8,24.6,9.3,3.7,15.7,23.7,0,0
Minnesota Timberwolves,1996,26,56,17,24,9,32,5,9,11,26,97.9,104.1,109.8,93.5,0.459,0.326,0.777,12,27.7,22.8,7.9,5.9,17.4,24.3,0,0
